,Unnamed: 0,0
0,greenteaapplepie69,147
1,RareSorbet,22
2,gigababejfl,20
3,Raida2,17
4,Put_A_Boob_on_it,16
5,00950,15
6,SuicideChick,14
7,AsleepMaterial,13
8,wasting_my_youth,12
9,daveachapella,10
10,TheMarbleSlab,10
11,AlienUtterings,10
12,greensilvermoss,9
13,Justanuglygirl22,9
14,curricel,9
