,Unnamed: 0,0
0,Missi-Amphetamine,46
1,FlatCommunication5,41
2,exnonbinary,40
3,MossWolf,38
4,daughter_of_bilitis,36
5,lefterfield,29
6,Illustriousworry,25
7,impersonated_essence,24
8,RadFem4u,23
9,FlatCommunication1,20
10,bigpapi579,20
11,pyonpyon24,17
12,kallistothegreat,15
13,local_crackhead,14
14,LesbianPrincess-,13
